Id,SalePrice
1461,122186.77632107883
1462,161032.49819488593
1463,182029.49322976294
1464,195136.18688777764
1465,195024.9489796548
1466,169715.5652009373
1467,180231.00430372407
1468,159275.17792719122
1469,193961.9639668304
1470,117400.58174219675
1471,191168.4354872111
1472,96389.16068999014
1473,91462.90273147642
1474,143179.76747413733
1475,111684.4262808817
1476,368242.4199447605
1477,246755.4386113771
1478,287262.1742882351
1479,275831.3190921186
1480,504693.7795040526
1481,323310.656509376
1482,208973.92381984263
1483,180382.83892251956
1484,161031.58626280725
1485,181544.83106048327
1486,194973.44029284606
1487,337572.82839420915
1488,233109.25300020058
1489,196812.20393121228
1490,240290.467184124
1491,195403.13589739488
1492,89323.03296582036
1493,184289.32443262252
1494,288059.1772534941
1495,284436.2345263947
1496,231775.90640211242
1497,184076.73204709534
1498,169528.660719024
1499,155703.87135376997
1500,149519.25949347048
1501,173974.9102786143
1502,143965.3990761374
1503,289753.607927291
1504,246028.9720271176
1505,228081.70303851255
1506,186652.02053160357
1507,254562.9533656898
1508,208814.04174065724
1509,157189.66383938823
1510,142760.5367298687
1511,161852.34905656707
1512,176715.08778415766
1513,147093.49603606598
1514,159787.42440452572
1515,191670.675908561
1516,149054.92778409802
1517,174933.6523829491
1518,132393.14040780335
1519,218746.96404299428
1520,128484.46708439344
1521,132022.1874446376
1522,175469.51576996763
1523,111392.39286034094
1524,126719.78581116248
1525,117570.45892339843
1526,108689.12860019815
1527,111435.33163213846
1528,137693.94712709665
1529,148573.04945603368
1530,195355.47779050603
1531,107523.9131868631
1532,99496.24515926497
1533,161303.1811220015
1534,130311.07078350578
1535,145757.33116477984
1536,106087.19557150519
1537,58389.538107664805
1538,146377.86926563628
1539,191766.94192839856
1540,101629.93248856133
1541,134770.20010357333
1542,139841.91954608832
1543,180751.9289586139
1544,88360.34383976979
1545,114718.01192090975
1546,133672.83341402598
1547,132044.15958644432
1548,138027.67425627832
1549,119076.79016422591
1550,131554.11239062724
1551,109722.49086244659
1552,132110.72847577996
1553,148980.1047246405
1554,118450.40319240073
1555,154182.05558829004
1556,81213.42372393026
1557,108849.20254970902
1558,103564.34428727344
1559,62100.58779585262
1560,127739.89198032342
1561,121375.5502014109
1562,129426.76537422728
1563,119192.04438965878
1564,150352.84842563
1565,138980.43689567657
1566,242047.88276362885
1567,78744.88802363012
1568,236424.9585083283
1569,126213.91000245493
1570,134090.96788739946
1571,114359.55378392198
1572,141281.46502041424
1573,243256.20021831663
1574,115375.34345610726
1575,232827.66337641553
1576,246513.3601399606
1577,177237.37064841526
1578,144899.2340427467
1579,141111.69101713414
1580,193773.82777431243
1581,158662.70394658032
1582,119390.68515244781
1583,294061.42702297133
1584,223711.11573166898
1585,134441.6419227484
1586,73057.07747699207
1587,103318.12595165483
1588,155722.76049070203
1589,96566.39374151458
1590,131697.29760886167
1591,94406.00519450143
1592,114162.5635873817
1593,121211.76946980318
1594,131812.25853734545
1595,109131.98270371933
1596,222992.1826348845
1597,195358.00099191233
1598,228731.03883496093
1599,171653.93565922318
1600,159961.54761741514
1601,66378.35068157088
1602,119360.06640350356
1603,75059.7704672805
1604,281070.91412451665
1605,242824.86402771567
1606,175777.33565327196
1607,189178.59947679855
1608,209404.93592816632
1609,182673.585835512
1610,145122.48934714287
1611,136547.34120795378
1612,171723.40507670265
1613,169322.77971767355
1614,130838.71607269873
1615,92762.45779469804
1616,79368.7015972269
1617,90694.88888679972
1618,130965.48776768202
1619,141431.21001639086
1620,152056.82778222175
1621,133601.4096527164
1622,140693.93379497968
1623,278332.2483571004
1624,213956.81496078518
1625,120053.77652136094
1626,172388.4073732385
1627,194338.1234163625
1628,281891.8674341855
1629,169755.24996448206
1630,338226.1075219161
1631,219563.718902437
1632,238323.81937038113
1633,167579.04223895434
1634,181575.99979789127
1635,166829.74702065444
1636,149031.48603671428
1637,206650.8145303728
1638,179871.95467736825
1639,185204.9546180696
1640,251373.19883454946
1641,172124.5150017969
1642,239034.25075677122
1643,220005.32692230752
1644,238494.3515614192
1645,202106.48911074048
1646,160133.73898956965
1647,157139.96152227843
1648,130517.91633287373
1649,141340.07679965277
1650,112821.58860470544
1651,122200.48422543364
1652,95379.84671581807
1653,97868.5019987152
1654,140852.50304927077
1655,135992.98761520413
1656,135542.66861090626
1657,144260.95152165825
1658,140536.62407741745
1659,118989.61252678906
1660,156706.5082993351
1661,454749.5044130424
1662,402255.70833832584
1663,380383.6192911231
1664,539103.9959039222
1665,307996.4001681742
1666,331644.4553317634
1667,374317.6165488338
1668,352674.36205010774
1669,301530.9352424141
1670,356182.47811036475
1671,265583.96381519927
1672,426807.7838516953
1673,290573.8319989501
1674,239793.72240337956
1675,196655.78047184282
1676,193683.12335964147
1677,218395.42221305985
1678,483078.39472551364
1679,390447.8669198322
1680,334351.1924619185
1681,252376.1968752582
1682,311802.2341862074
1683,184760.96609209152
1684,174228.08127880134
1685,170059.0150750844
1686,166382.14262449887
1687,166220.4149045689
1688,189287.5177060645
1689,196487.28064265734
1690,191383.84999284992
1691,180854.56074549357
1692,255678.41621343346
1693,163165.57389695756
1694,178709.0830572293
1695,163107.7760974012
1696,269000.6866703294
1697,168131.13048890748
1698,345052.98234113475
1699,304041.6716715792
1700,254317.38921506878
1701,271549.207332322
1702,240990.37934650702
1703,233587.76525730992
1704,271285.9746395357
1705,232752.04504466645
1706,439139.78479780466
1707,210169.79417394378
1708,205765.5667065915
1709,264745.8628606774
1710,219076.31822049455
1711,274024.12687608047
1712,255912.38862033933
1713,279157.6698940431
1714,224691.18143446732
1715,207644.07298292342
1716,183551.61390313448
1717,173027.3350435005
1718,140754.88417293367
1719,213334.16039548183
1720,247211.5970547256
1721,163752.54971916776
1722,128260.67501401945
1723,154774.14686297922
1724,203412.57258250276
1725,235574.31806103955
1726,183204.5515038716
1727,155051.25108462293
1728,173467.36604368695
1729,159553.8567021335
1730,156788.34124311962
1731,120185.75866715016
1732,126525.88819486763
1733,111156.52393338286
1734,121188.40382214673
1735,122719.81437878904
1736,109553.12331477342
1737,316770.04899318994
1738,255532.30170251295
1739,246440.38016173156
1740,213144.55905882805
1741,188843.11418188328
1742,170549.76620347842
1743,180144.56350334972
1744,348537.3332650727
1745,215035.59901725472
1746,184405.5239502115
1747,215858.72814913615
1748,226139.52736145843
1749,145486.38491824898
1750,122909.57099556805
1751,255591.89622337813
1752,117622.44881053678
1753,154286.15401628023
1754,199812.869441515
1755,170104.38392849333
1756,128454.94147128206
1757,121902.92240697722
1758,138627.30619414174
1759,150309.87216260048
1760,161914.79636090822
1761,146241.34570325183
1762,171943.94560645995
1763,181311.06749538105
1764,111315.95619480334
1765,168785.58837413267
1766,196416.77224078547
1767,232596.55423810543
1768,140223.36330629856
1769,169436.13884086785
1770,156502.72457382284
1771,123054.66649398823
1772,134673.2545779313
1773,121653.0576133592
1774,141748.83861304488
1775,142827.80499082335
1776,125496.08477330675
1777,108057.30834385427
1778,139597.80905060953
1779,128694.90539380889
1780,168964.1446006998
1781,126050.27428472473
1782,88505.9801190562
1783,143965.01722706013
1784,105881.68708367013
1785,132567.04472105016
1786,128798.98029045474
1787,162122.00658660746
1788,64162.887942093876
1789,101491.0282140583
1790,81725.84443732612
1791,192363.56704316573
1792,164566.8898279658
1793,126501.37499443487
1794,152343.11992863409
1795,135405.98274488313
1796,125002.39964276452
1797,112013.3021706592
1798,123381.64239757338
1799,106070.91574861277
1800,122950.52522531389
1801,125503.73706448554
1802,133962.32035563857
1803,148642.82816122574
1804,131456.1531627392
1805,136399.97079861918
1806,124181.98691742179
1807,133617.97983032122
1808,120251.75569669652
1809,125695.21764355604
1810,132503.84041921896
1811,97085.1262696304
1812,104134.31244972262
1813,119653.7432887328
1814,100047.83324991452
1815,59151.03554771201
1816,105981.91764295913
1817,106473.30535616573
1818,152027.82994974827
1819,125847.06282592587
1820,56363.86302093256
1821,116376.71735768067
1822,148085.93443314047
1823,43793.697004316215
1824,127401.28436136652
1825,133969.26533962428
1826,101875.03304858615
1827,101907.53097295655
1828,136304.68311203984
1829,122539.95456606477
1830,140893.50875864812
1831,146757.4096367058
1832,78523.7810649881
1833,138782.54151827254
1834,119657.16621006874
1835,119249.34379283176
1836,125967.06549441628
1837,91986.83053657856
1838,122084.10622091463
1839,101495.52211070586
1840,143014.51001251367
1841,133788.67152806293
1842,90764.96395736378
1843,128602.34926303232
1844,134316.87895883663
1845,144374.31869221438
1846,159188.1654854321
1847,160742.03779725177
1848,54475.594302448255
1849,109689.82173607951
1850,117018.77180637243
1851,154926.61111439762
1852,123950.94327776378
1853,122749.81707970572
1854,165829.8523399359
1855,142859.16752836297
1856,226053.86221925227
1857,136748.40704379824
1858,139958.50654991463
1859,118626.98719000004
1860,145024.1877669738
1861,118071.59483628246
1862,322833.01202085876
1863,301496.26167281857
1864,301599.11577512947
1865,355657.3016805565
1866,338411.2789809331
1867,221527.82478113187
1868,291044.3887080529
1869,200829.20942205953
1870,222603.0114238736
1871,247382.31128719493
1872,169612.82532977997
1873,244182.27191550442
1874,154772.25963991316
1875,201733.71663017196
1876,199061.46268930644
1877,213379.70378994648
1878,203190.49115430372
1879,126384.43231277418
1880,126527.69817976668
1881,253062.88004541758
1882,248331.25962921418
1883,188220.51039684168
1884,211448.59790835064
1885,244351.96207972476
1886,284160.50615480874
1887,214589.23823993333
1888,267580.0706091877
1889,165933.47255967453
1890,112659.35835860888
1891,129499.80513158078
1892,95744.57449937727
1893,125865.05012097464
1894,127833.28227576084
1895,128921.49063219753
1896,121187.54216048583
1897,107950.39916138539
1898,111946.35712843612
1899,159914.4907065866
1900,152283.7822658402
1901,174370.09313623307
1902,164774.47791943318
1903,217334.64520806464
1904,143012.29865879877
1905,207111.8866242438
1906,164806.97464422835
1907,217874.96814656904
1908,107791.98449129854
1909,126107.62154367082
1910,118425.75430986707
1911,225961.53959745544
1912,345267.4090406268
1913,139807.95012190955
1914,62143.64531582369
1915,337397.5428223581
1916,70595.44361373772
1917,239157.53035490034
1918,142237.39219767414
1919,186053.80642974147
1920,160252.37371270146
1921,378453.14384245075
1922,318232.392167654
1923,232844.11424574003
1924,232320.27001078738
1925,198688.78808467812
1926,383620.92304156773
1927,134803.37153947612
1928,158364.97159940546
1929,128391.31720235832
1930,125084.25857401783
1931,139827.45441710402
1932,134430.4093313101
1933,181096.62962688148
1934,180636.67357880378
1935,164751.28619658187
1936,196323.96805472297
